UID,Amazon Name,USDA Name,USDA Food ID,Match Confidence,Serving Size,Serving Unit,Calories,Protein (g),Carbs (g),Fat (g),Fiber (g),Sugar (g)
66646094,Amazon Fresh Organic Black Chia Seeds,"BLACK ORGANIC CHIA SEED, BLACK",2628701,0.4285714285714285,12.0,GRM,500.0,25.0,33.33,33.33,33.3,0.0
28dcc99e,Activia Probiotic Dailies Strawberry and Blueberry,"PROBIOTIC DAILIES LOWFAT YOGURT DRINK, STRAWBERRY, BLUEBERRY",2466765,0.3,93.0,ml,75.0,3.23,11.83,1.61,1.1,10.75
05b92d4f,Breaded Chicken Breast Strips,BREADED CHICKEN BREAST STRIPS,458575,1.0,62.0,g,226.0,16.13,17.74,9.68,1.6,0.0
8fdbab22,Amazon Fresh Brand Organic Honeycrisp Apples,"HONEYCRISP ORGANIC APPLES, HONEYCRISP",2627277,0.2857142857142857,154.0,GRM,52.0,0.32,14.29,0.0,3.2,10.39
96e79d9c,Almond Breeze Unsweetened Original,"Almond milk, unsweetened",2705409,0.9,,undetermined,15.0,0.55,0.34,1.22,0.0,0.0
247e563b,Tombstone Original Crust Pizza 5 Cheese,TOMBSTONE Original Deluxe Pizza 21.6 oz. Pack,2699476,0.6,153.0,GRM,229.0,10.46,22.88,10.46,1.3,2.61
cb9e2bfe,Silk Almond Milk Unsweet Vanilla,SILK French Vanilla Creamer,175232,0.5857142857142856,1.0,undetermined,133.0,0.0,20.0,6.67,0.0,20.0
96d8ed79,Brownberry Oatnut Bread,"OATNUT BREAD, OATNUT",869654,0.25,38.0,g,289.0,10.53,50.0,5.26,5.3,7.89
661eba91,El Monterey Beef and Bean Burritos,"Burrito, beef and bean, frozen",173335,0.2222222222222222,1.0,undetermined,239.0,7.26,30.84,9.61,4.2,0.7
dfc37f1e,Jif Natural Creamy Peanut Butter,"JIF TO GO, CREAMY PEANUT BUTTER",1624759,0.8714285714285714,43.0,g,581.0,20.93,25.58,51.16,7.0,9.3
a1789833,Brownberry Whole Wheat Bread,"Bread, whole wheat",2707709,0.4,,undetermined,254.0,12.3,43.1,3.55,6.0,4.41
95d7c912,365 by Whole Foods Market Organic Concord Grapes,"CONCORD GRAPE ORGANIC JELLY, CONCORD GRAPE",2324027,0.9,20.0,g,250.0,0.0,60.0,0.0,0.0,60.0
60f8b6e0,Roland Foods Sriracha Chili Sauce,"SRIRACHA CHILI SAUCE, SRIRACHA CHILI",2632868,0.3333333333333333,5.0,GRM,100.0,0.0,20.0,0.0,0.0,20.0
ec3e3118,365 by Whole Foods Market Organic Extra Virgin Olive Oil,"365 EVERYDAY VALUE, OLIVE OIL",2052298,0.8500000000000001,15.0,ml,800.0,0.0,0.0,93.33,0.0,0.0
f4a65f7c,Honeydew Melon,"HONEYDEW MELON FLAVOR DRINK MIX, HONEYDEW MELON",1904780,0.7,4.5,g,333.0,0.0,88.89,0.0,0.0,66.67
54503d20,Happy Belly Frozen Chopped Vegetables,"HAPPY BELLY MIX, HAPPY BELLY",2548403,0.6333333333333333,30.0,GRM,533.0,10.0,53.33,40.0,6.7,23.33
d79d1b5d,Fairlife 2% Reduced Fat Ultra Filtered Milk,2% REDUCED FAT ULTRA-FILTERED MILK,2624248,0.8,240.0,MLT,50.0,5.42,2.5,1.88,0.0,2.5
63ecd01f,Mandarin Clementines 3 Lb Bag,"MANDARIN ORANGES, MANDARIN",2503019,0.4666666666666667,140.0,MG,57.0,0.71,13.57,0.0,2.1,10.71
63e23acb,365 by Whole Foods Market Organic Raisins,"365 EVERYDAY VALUE, SEEDLESS RAISINS",2052272,0.5,40.0,g,300.0,2.5,80.0,0.0,2.5,60.0
aa012ee9,Happy Belly Protein Chewy Bars,"HAPPY BELLY MIX, HAPPY BELLY",2548403,0.9333333333333332,30.0,GRM,533.0,10.0,53.33,40.0,6.7,23.33
59d1055f,365 by Whole Foods Market Organic Granola,"Cereal, granola",2708461,0.9,15.0,undetermined,420.0,9.82,67.4,13.0,7.4,22.2
09874e19,365 by Whole Foods Market Pitted Prunes,"WHOLE FOODS MARKET, PITTED PRUNES",2052071,0.5,40.0,g,275.0,2.5,65.0,0.0,5.0,32.5
fdfa5918,365 by Whole Foods Market Brown Large Eggs,"365 EVERYDAY VALUE, ORGANIC EGG WHITES",2052314,0.676923076923077,46.0,g,54.0,10.87,0.0,0.0,0.0,0.0
6559e567,Fresh Produce Bundle,"Basil, fresh",172232,0.25,2.0,undetermined,23.0,3.15,2.65,0.64,1.6,0.3
198a41a0,Terra Plantains Real Sea Salt Vegetable Chips,"PLANTAINS SEA SALT REAL VEGETABLE CHIPS, PLANTAINS",2608268,0.625,28.0,GRM,500.0,3.57,64.29,28.57,7.1,3.57
e6280b24,365 by Whole Foods Market Pitted Dates,"DRIED PITTED DATES, DRIED PITTED",2552179,0.9,40.0,GRM,325.0,2.5,80.0,0.0,7.5,62.5
f7ba790c,365 by Whole Foods Market Organic Extra Virgin Olive Oil,"365 EVERYDAY VALUE, OLIVE OIL",2052298,0.8500000000000001,15.0,ml,800.0,0.0,0.0,93.33,0.0,0.0
536df0a3,Jack's Original Thin Crust Sausage and Pepperoni Pizza,"PEPPERONI & SAUSAGE ORIGINAL THIN CRUST PIZZA, PEPPERONI & SAUSAGE",2134762,0.5,146.0,g,267.0,10.96,26.71,13.7,2.1,2.05
8a123bfc,Amazon Brand - Happy Belly Dark Sweet Cherries,"ORGANIC HAPPY BELLY WITH PROBIOTICS JUICE, HAPPY BELLY",2399570,0.4666666666666667,355.0,ml,25.0,0.0,6.76,0.0,0.0,3.94
2b6ecfb5,ICE BREAKERS Ice Cubes Spearmint,"ICE CUBES GUM, SPEARMINT",1664945,0.8999999999999999,,,217.0,0.0,86.96,0.0,0.0,0.0
2f0da2eb,Amazon Fresh Supreme Rising Crust Pizza,"RISING CRUST SUPREME PIZZA, RISING CRUST",725422,0.7285714285714285,148.0,g,230.0,9.46,28.38,8.78,1.4,3.38
c7024fd6,Amazon Grocery Chicken Breast Tenderloins,CHICKEN BREAST TENDERLOINS,2660645,0.8999999999999999,112.0,GRM,107.0,22.32,0.0,1.34,0.0,0.0
28039bb7,Amazon Fresh Classic Crust 4 Cheese,CHEESE,1943515,0.4666666666666667,,,331.0,21.13,2.46,24.65,0.0,0.0
4853647f,365 by Whole Foods Market Organic Cream,"365 EVERYDAY VALUE, CREAM CHEESE SPREAD",2052159,0.7818181818181817,30.0,g,300.0,3.33,10.0,30.0,0.0,10.0
2193f9a1,Amazon Fresh Rising Crust Four Cheese Pizza,RISING CRUST FOUR CHEESE PIZZA,2273482,0.7142857142857143,133.0,g,241.0,11.28,31.58,25.56,1.5,3.76
f566aa9e,Amazon Brand - Happy Belly Whole Blackberries,"ORGANIC HAPPY BELLY WITH PROBIOTICS JUICE, HAPPY BELLY",2399570,0.4818181818181818,355.0,ml,25.0,0.0,6.76,0.0,0.0,3.94
e4820c46,Amazon Fresh Rising Crust Pepperoni Pizza,"PEPPERONI RISING CRUST PIZZA, PEPPERONI",2638298,0.7285714285714285,134.0,GRM,239.0,8.96,31.34,8.96,1.5,3.73
41bf75bc,Amazon Grocery Chicken Breast Fillets Value Pack,CHICKEN BREAST,2187885,0.5857142857142856,284.0,g,165.0,20.42,1.06,8.1,0.0,0.7
74437e2f,Dole 100% Pineapple Juice,Dole 100% Pineapple Juice 59 Fluid Ounce Plastic Bottle,1457632,0.7444444444444445,240.0,ml,54.0,0.42,12.5,0.0,0.0,10.83
81f6151c,365 by Whole Foods Market Organic Cream,"365 EVERYDAY VALUE, CREAM CHEESE SPREAD",2052159,0.7818181818181817,30.0,g,300.0,3.33,10.0,30.0,0.0,10.0
28d83b33,Sweet Potatoes 3 lb,SWEET POTATOES,2427040,1.0,85.0,g,82.0,1.18,20.0,0.0,3.5,4.71
7f015b44,Natural Mineral Water,NATURAL MINERAL WATER,2149570,1.0,240.0,ml,0.0,0.0,0.0,0.0,0.0,0.0
1baa1a1a,365 by Whole Foods Market Coconut Milk Unsweetened,"365 EVERYDAY VALUE, WHOLE MILK RICOTTA CHEESE",2052286,0.55,62.0,g,161.0,8.06,3.23,12.9,0.0,3.23
ce63aa39,Amazon Fresh Creamy Peanut Butter,Peanut butter,2707537,0.7,,undetermined,598.0,22.2,22.3,51.4,5.0,10.5
92191a17,365 by Whole Foods Market Brown Large Eggs,"365 EVERYDAY VALUE, ORGANIC EGG WHITES",2052314,0.676923076923077,46.0,g,54.0,10.87,0.0,0.0,0.0,0.0
a80d9e5f,Ball Park Hot Dog Buns,"Chili hot dog, no bun",2706409,0.9,113.0,undetermined,202.0,10.0,7.09,15.0,1.7,1.35
2ec41b9f,365 by Whole Foods Market Cottage Cheese,"365 EVERYDAY VALUE, WHOLE MILK RICOTTA CHEESE",2052286,0.8727272727272728,62.0,g,161.0,8.06,3.23,12.9,0.0,3.23
55264932,Fresh Blueberries 1 Pint,"Blueberries, raw",2709275,0.9,473.0,undetermined,64.0,0.7,14.6,0.31,2.4,9.36
912b8168,365 by Whole Foods Market Organic Broccoli,"WHOLE FOODS MARKET, BROCCOLI FLORETS",2051925,0.6333333333333333,85.0,g,35.0,2.35,7.06,0.0,3.5,1.18
71737a9a,365 by Whole Foods Market Organic Cauliflower,"Cauliflower, raw",2685573,0.9,15.0,g,0.0,1.640625,4.723075,0.2375,1.948,0.0
7e21fe56,365 by Whole Foods Market Sun Dried Tomatoes,"365 EVERYDAY VALUE, TOMATO BISQUE",2052532,0.3833333333333333,245.0,g,49.0,1.22,8.16,1.22,1.2,2.45
a02a5418,Pasta 16 Oz,"Pasta with sauce, NFS",2708828,0.4666666666666667,,undetermined,125.0,5.86,19.2,2.58,1.6,2.44
b933d0f7,bakerly Hand Braided Brioche,HAND BRAIDED BRIOCHE,2096235,0.75,50.0,g,380.0,8.0,52.0,16.0,2.0,14.0
28f0b24f,Quaker Rice Cakes Lightly Salted,"LIGHTLY SALTED RICE CAKES, LIGHTLY SALTED",2549940,0.5,30.0,GRM,400.0,6.67,83.33,3.33,3.3,0.0
9ebeb9cb,EPIC PROVISIONS Himalayan Sea Salt Bar,EPIC Sea Salt Pepper Beef Bar,2719754,0.8,37.0,GRM,353.5,28.3781,9.1757,23.4081,6.8676,0.6946
0ebbe638,La Preferida Black Beans,"LA PREFERIDA, BLACK BEANS",2018045,0.6,130.0,g,85.0,5.38,14.62,0.77,5.4,0.77
3df471c0,Amazon Brand - Happy Belly Sliced Peaches,"ORGANIC HAPPY BELLY WITH PROBIOTICS JUICE, HAPPY BELLY",2399570,0.4818181818181818,355.0,ml,25.0,0.0,6.76,0.0,0.0,3.94
ef45ff98,Amazon Fresh Brand Organic Gala Apples,"GALA ORGANIC APPLES, GALA",2627268,0.2857142857142857,154.0,GRM,52.0,0.32,14.29,0.0,3.2,10.39
83c154de,Amazon Fresh Cage Free Large Brown Eggs,CAGE FREE LARGE FRESH BROWN EGGS,2409061,1.0,56.0,g,125.0,10.71,0.0,8.93,0.0,0.0
2a751a7d,Dash Salt-Free Seasoning Blend Original,"MRS. DASH, ORIGINAL SALT-FREE SEASONING BLEND",1983571,0.5714285714285714,,,0.0,0.0,142.86,0.0,0.0,0.0
0da3acb4,Ball Park Classic Hot Dogs,"Ball Park Beef Hot Dogs, 4:1 ",2723089,0.675,113.0,GRM,300.0,11.0,5.0,26.0,0.0,0.0
0c9a16bd,Amazon Fresh Greek Nonfat Plain Yogurt,"PLAIN GREEK NONFAT YOGURT, PLAIN",2429281,0.7285714285714285,150.0,g,53.0,10.0,4.0,0.0,0.7,3.33
640bbc7e,Classico Vodka Sauce Pasta Sauce,"VODKA PASTA SAUCE, VODKA SAUCE",2474148,0.6,124.0,g,113.0,2.42,8.87,7.26,2.4,4.84
177677b9,365 by Whole Foods Market Mushrooms,"Mushrooms, raw",2709793,0.9,30.0,undetermined,31.0,2.9,4.13,0.35,1.7,1.98
acfb15ba,Amazon Brand - Happy Belly Whole Blueberries,"ORGANIC HAPPY BELLY WITH PROBIOTICS JUICE, HAPPY BELLY",2399570,0.4818181818181818,355.0,ml,25.0,0.0,6.76,0.0,0.0,3.94
47998489,Cherry Tomatoes,CHERRY TOMATOES,2281663,1.0,28.0,g,21.0,0.0,4.64,0.0,0.0,0.0
a2cf8004,Red Raspberries,RED RASPBERRIES,2472708,1.0,140.0,g,43.0,1.43,10.0,0.0,2.9,5.0
39a827e0,365 Everyday Value Organic Red Potatoes,"365 EVERYDAY VALUE, RED PEPPER",2029540,0.675,,,0.0,0.0,0.0,0.0,0.0,0.0
72b09045,Blackberries,BLACKBERRIES,2388113,1.0,140.0,g,43.0,1.43,9.29,0.36,5.0,4.29
11199a50,Yellow Onion,YELLOW ONION,1605785,1.0,148.0,g,30.0,0.68,7.43,0.0,2.0,6.08
3d9a7fc9,365 by Whole Foods Market Organic Green Beans,"365 EVERYDAY VALUE, ORGANIC, BLACK BEANS",2028040,0.4666666666666667,50.0,g,340.0,22.0,64.0,0.0,24.0,2.0
c1ee01b4,Amazon Brand - Happy Belly Sliced Strawberries,"ORGANIC HAPPY BELLY WITH PROBIOTICS JUICE, HAPPY BELLY",2399570,0.4818181818181818,355.0,ml,25.0,0.0,6.76,0.0,0.0,3.94
d2a05c21,Crazy Richard's Natural Creamy Peanut Butter,Peanut butter,2707537,0.6333333333333333,,undetermined,598.0,22.2,22.3,51.4,5.0,10.5
71a1fe59,Honeydew Melon,"HONEYDEW MELON FLAVOR DRINK MIX, HONEYDEW MELON",1904780,0.7,4.5,g,333.0,0.0,88.89,0.0,0.0,66.67
f68cc9f2,Cantaloupe Melon,CANTALOUPE MELON,2633820,1.0,,,35.0,0.78,8.23,0.0,0.8,7.84
204294b6,Organic Celery Hearts,ORGANIC CELERY HEARTS,2059847,1.0,110.0,g,18.0,0.91,4.55,0.0,1.8,0.0
5353ff93,Morton Sea Salt Coarse,COARSE SEA SALT,2071634,0.75,1.5,g,0.0,0.0,0.0,0.0,0.0,0.0
70bd97e0,Amazon Fresh Brand Russet Potatoes,FRESH RUSSET POTATOES,522021,0.8999999999999999,148.0,g,74.0,2.03,17.57,0.0,1.4,0.68
1f4f0e2e,365 by Whole Foods Market Almond Milk Unsweetened,"365 EVERYDAY VALUE, WHOLE MILK RICOTTA CHEESE",2052286,0.55,62.0,g,161.0,8.06,3.23,12.9,0.0,3.23
63706b22,365 by Whole Foods Market Mixed Vegetables,"WHOLE FOODS MARKET, STIR-FRY VEGETABLES",2051929,0.6333333333333333,85.0,g,29.0,1.18,7.06,0.0,2.4,3.53
4a6eb2d7,Sprite Zero 2 Liter,"Sprite Bottle, 2 Liters",2718309,0.9333333333333332,360.0,MLT,0.0,0.0,0.0,0.0,0.0,0.0
5a5ac3b8,365 by Whole Foods Market Green Peas,"WHOLE FOODS MARKET, ORGANIC GREEN SPLIT PEAS",2052701,0.4,50.0,g,340.0,24.0,60.0,1.0,26.0,0.0
810973a7,365 by Whole Foods Market Green Olives,"365 EVERYDAY VALUE, PITTED BLACK OLIVES",2026696,0.4818181818181818,15.0,g,167.0,0.0,6.67,16.67,0.0,0.0
